EXEC_FULLNAME,CFOANN,CONAME,CEOANN,SALARY,BONUS,OTHCOMP,TOTAL_CURR,TDC1,SAL_PCT,TDC1_PCT,GVKEY,YEAR,GENDER,PAGE,TICKER,SPINDEX,Income Stability Ratio
Jen-Hsun Huang,,NVIDIA CORP,CEO,584.083,150,0.75,734.083,7614.834,16.817,26.969,117768,2007,MALE,61,NVDA,4530,79.56634332
Marvin D. Burkett,CFO,NVIDIA CORP,,425,0,0,425,3706.91,0,31.612,117768,2007,MALE,82,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,300,0,0,300,2154.901,0,18.117,117768,2007,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,300,0,6.373,300,2033.375,0,185.899,117768,2007,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,98.894,0,0,98.894,4380.464,,,117768,2007,FEMALE,69,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,401.272,0,0,401.272,3699.672,-31.299,-51.415,117768,2008,MALE,61,NVDA,4530,100
Marvin D. Burkett,CFO,NVIDIA CORP,,425,0,0,425,1178,0,-68.222,117768,2008,MALE,82,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,300,0,0,300,1266.125,0,-41.244,117768,2008,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,301.154,0,6.344,301.154,1273.623,0.385,-37.364,117768,2008,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,270.769,0,0,270.769,1204.369,173.797,-72.506,117768,2008,FEMALE,69,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,7.145,0,2.31,7.145,3484.455,-98.219,-5.817,117768,2009,MALE,61,NVDA,4530,100
Marvin D. Burkett,,NVIDIA CORP,,169.947,0,0,169.947,507.747,-60.012,-56.898,117768,2009,MALE,82,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,326.009,0,2.595,326.009,1943.902,8.67,53.532,117768,2009,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,333.671,0,4.33,333.671,1536.246,10.797,20.62,117768,2009,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,267.946,0,4.089,267.946,1702.848,-1.043,41.389,117768,2009,FEMALE,69,NVDA,4530,100
David L. White,CFO,NVIDIA CORP,,348.855,150,2.785,498.855,2874.28,,,117768,2009,MALE,67,NVDA,4530,69.93114232
Jen-Hsun Huang,,NVIDIA CORP,CEO,598.442,0,0.75,598.442,5279.192,8275.675,51.507,117768,2010,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,340.032,0,5.052,340.032,1466.044,4.301,-24.582,117768,2010,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,347.111,0,7.848,347.111,1567.081,4.028,2.007,117768,2010,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,298.654,0,4.998,298.654,1247.592,11.461,-26.735,117768,2010,FEMALE,69,NVDA,4530,100
David L. White,CFO,NVIDIA CORP,,423.366,50,5.486,473.366,1625.352,21.359,-43.452,117768,2010,MALE,67,NVDA,4530,89.43734869
Jen-Hsun Huang,,NVIDIA CORP,CEO,746.539,0,0,746.539,6640.316,24.747,25.783,117768,2011,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,423.366,0,0,423.366,2067.074,24.508,40.997,117768,2011,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,423.366,0,0,423.366,2130.172,21.968,35.932,117768,2011,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,398.269,0,0,398.269,1747.824,33.355,40.096,117768,2011,FEMALE,69,NVDA,4530,100
David L. White,,NVIDIA CORP,,143.301,0,244.005,143.301,387.306,-66.152,-76.171,117768,2011,MALE,67,NVDA,4530,100
Karen T. Burns,CFO,NVIDIA CORP,,333.085,0,0,333.085,803.555,,,117768,2011,FEMALE,56,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,784.213,0,0,784.213,5542.088,5.046,-16.539,117768,2012,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,482.488,0,0,482.488,1792.481,13.965,-13.284,117768,2012,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,482.426,0,0,482.426,2077.105,13.95,-2.491,117768,2012,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,478.161,0,0,478.161,1503.467,20.06,-13.981,117768,2012,FEMALE,69,NVDA,4530,100
Karen T. Burns,CFO,NVIDIA CORP,,433.123,100,0,533.123,839.123,30.034,4.426,117768,2012,FEMALE,56,NVDA,4530,81.24260255
Jen-Hsun Huang,,NVIDIA CORP,CEO,837.45,0,13.622,837.45,6025.252,6.789,8.718,117768,2013,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,498.371,0,6.402,498.371,1958.077,3.292,9.238,117768,2013,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,498.479,0,6.402,498.479,2386.461,3.328,14.894,117768,2013,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,498.371,0,6.402,498.371,1622.603,4.227,7.924,117768,2013,FEMALE,69,NVDA,4530,100
Karen T. Burns,CFO,NVIDIA CORP,,488.832,0,1.5,488.832,1020.34,12.862,21.596,117768,2013,FEMALE,56,NVDA,4530,100
Colette M. Kress,,NVIDIA CORP,,158.945,0,0.428,158.945,3592.841,,,117768,2013,FEMALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,998.418,0,2.622,998.418,9297.04,19.221,54.301,117768,2014,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,798.735,0,6.511,798.735,2661.076,60.269,35.903,117768,2014,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,873.616,0,9.024,873.616,3366.965,75.256,41.086,117768,2014,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,698.893,0,9.024,698.893,2518.122,40.235,55.19,117768,2014,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,773.774,1500,3.21,2273.774,5074.904,386.819,41.25,117768,2014,FEMALE,57,NVDA,4530,34.03038297
Jen-Hsun Huang,,NVIDIA CORP,CEO,1018.941,0,4.694,1018.941,9431.101,2.056,1.442,117768,2015,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,815.153,0,9.656,815.153,2811.142,2.056,5.639,117768,2015,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,891.574,0,10.096,891.574,4475.244,2.056,32.916,117768,2015,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,713.259,0,9.524,713.259,2924.028,2.056,16.119,117768,2015,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,789.68,1000,3.71,1789.68,4896.231,2.056,-3.521,117768,2015,FEMALE,57,NVDA,4530,44.12408922
Jen-Hsun Huang,,NVIDIA CORP,CEO,996.216,0,9.622,996.216,12194.238,-2.23,29.298,117768,2016,MALE,61,NVDA,4530,100
David M. Shannon,,NVIDIA CORP,,794.435,0,10.225,794.435,2646.788,-2.542,-5.847,117768,2016,MALE,68,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,889.573,0,11.283,889.573,5278.986,-0.224,17.96,117768,2016,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,695.131,0,10.024,695.131,3283.325,-2.542,12.288,117768,2016,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,769.609,0,4.286,769.609,4623.665,-2.542,-5.567,117768,2016,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,14.752,0,0,14.752,,,,117768,2016,MALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,999.985,0,5.562,999.985,12993.532,0.378,6.555,117768,2017,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,949.64,0,12.844,949.64,5687.866,6.752,7.745,117768,2017,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,848.947,0,11.524,848.947,3799.375,22.128,15.717,117768,2017,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,899.12,0,6.622,899.12,4833.715,16.828,4.543,117768,2017,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,849.988,0,2.622,849.988,7020.803,5661.849,,117768,2017,MALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,996.514,0,13.402,996.514,13642.838,-0.347,4.997,117768,2018,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,946.689,0,15.428,946.689,5464.566,-0.311,-3.926,117768,2018,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,847.037,0,14.104,847.037,3869.871,-0.225,1.855,117768,2018,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,896.863,0,8.622,896.863,4975.388,-0.251,2.931,117768,2018,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,847.037,450,8.622,1297.037,3766.024,-0.347,-46.359,117768,2018,MALE,57,NVDA,4530,65.3055387
Jen-Hsun Huang,,NVIDIA CORP,CEO,996.514,0,13.402,996.514,11492.28,0,-15.763,117768,2019,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,946.689,0,23.151,946.689,4856.705,0,-11.124,117768,2019,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,847.037,0,20.478,847.037,3457.771,0,-10.649,117768,2019,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,896.863,0,9.122,896.863,4432.84,0,-10.905,117768,2019,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,847.037,0,9.122,847.037,2957.388,0,-21.472,117768,2019,MALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,1017.355,0,19.266,1017.355,19316.401,2.091,68.082,117768,2020,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,966.487,0,33.388,966.487,8507.927,2.091,75.179,117768,2020,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,864.752,0,21.581,864.752,7109.237,2.091,105.602,117768,2020,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,915.62,0,9.731,915.62,8121.042,2.091,83.202,117768,2020,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,864.752,0,9.921,864.752,5157.864,2.091,74.406,117768,2020,MALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,996.216,0,81.038,996.216,23737.661,-2.078,22.889,117768,2021,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,946.406,0,33.493,946.406,10172.718,-2.078,19.568,117768,2021,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,846.784,0,21.478,846.784,7851.82,-2.078,10.445,117768,2021,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,896.595,0,10.312,896.595,9775.927,-2.078,20.378,117768,2021,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,846.784,0,12.402,846.784,7842.744,-2.078,52.054,117768,2021,MALE,57,NVDA,4530,100
Jen-Hsun Huang,,NVIDIA CORP,CEO,996.832,0,693.71,996.832,21356.924,0.062,-10.029,117768,2022,MALE,61,NVDA,4530,100
Ajay K. Puri,,NVIDIA CORP,,946.99,0,46.717,946.99,10627.698,0.062,4.473,117768,2022,MALE,69,NVDA,4530,100
Debora Shoquist,,NVIDIA CORP,,847.307,0,23.478,847.307,9115.251,0.062,16.091,117768,2022,FEMALE,69,NVDA,4530,100
Colette M. Kress,CFO,NVIDIA CORP,,897.149,0,15.402,897.149,10917.227,0.062,11.675,117768,2022,FEMALE,57,NVDA,4530,100
Timothy S. Teter,,NVIDIA CORP,,847.307,0,15.402,847.307,9107.265,0.062,16.123,117768,2022,MALE,57,NVDA,4530,100
Eric E. Schmidt,,ALPHABET INC,,81.432,1.556,2.62,82.988,85.608,,,160329,2004,MALE,67,GOOGL,5020,98.12503012
Sergey Brin,,ALPHABET INC,,43.75,1.556,2.976,45.306,48.282,,,160329,2004,MALE,49,GOOGL,5020,96.5655763
Lawrence Edward Page,,ALPHABET INC,,43.75,1.556,2.976,45.306,48.282,,,160329,2004,MALE,50,GOOGL,5020,96.5655763
Robert Alan Eustace,,ALPHABET INC,,175,511.556,2.494,686.556,689.05,,,160329,2004,MALE,66,GOOGL,5020,25.48954492
Omid R. Kordestani,,ALPHABET INC,,175,701.556,2.788,876.556,879.344,,,160329,2004,MALE,60,GOOGL,5020,19.96449742
George Reyes,,ALPHABET INC,,175,606.556,2.494,781.556,784.05,,,160329,2004,MALE,68,GOOGL,5020,22.3912298
Jonathan J. Rosenberg,,ALPHABET INC,,175,581.556,2.669,756.556,759.225,,,160329,2004,MALE,61,GOOGL,5020,23.13113636
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,1.63,24.744,1.631,26.375,-99.999,-69.191,160329,2005,MALE,67,GOOGL,5020,0.061312078
Sergey Brin,,ALPHABET INC,,0.001,1.723,42.002,1.724,43.726,-99.998,-9.436,160329,2005,MALE,49,GOOGL,5020,0.05800464
Lawrence Edward Page,,ALPHABET INC,,0.001,1.63,33.414,1.631,35.045,-99.998,-27.416,160329,2005,MALE,50,GOOGL,5020,0.061312078
Robert Alan Eustace,,ALPHABET INC,,175,772.257,2.494,947.257,949.751,0,37.835,160329,2005,MALE,66,GOOGL,5020,18.47439502
Omid R. Kordestani,,ALPHABET INC,,175,837.956,2.788,1012.956,1015.744,0,15.512,160329,2005,MALE,60,GOOGL,5020,17.27616994
George Reyes,,ALPHABET INC,,175,636.881,2.494,811.881,814.375,0,3.868,160329,2005,MALE,68,GOOGL,5020,21.55488304
Jonathan J. Rosenberg,,ALPHABET INC,,175,769.533,3.736,944.533,948.269,0,24.9,160329,2005,MALE,61,GOOGL,5020,18.52767452
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,1.723,555.742,1.724,557.466,0,2013.615,160329,2006,MALE,67,GOOGL,5020,0.05800464
Sergey Brin,,ALPHABET INC,,0.001,1.723,0,1.724,1.724,0,-96.057,160329,2006,MALE,49,GOOGL,5020,0.05800464
Lawrence Edward Page,,ALPHABET INC,,0.001,1.723,36.795,1.724,38.519,0,9.913,160329,2006,MALE,50,GOOGL,5020,0.05800464
Robert Alan Eustace,,ALPHABET INC,,250,207.402,0,457.402,,42.857,,160329,2006,MALE,66,GOOGL,5020,54.65651659
George Reyes,CFO,ALPHABET INC,,250,171.052,3.424,421.052,1188.843,42.857,45.982,160329,2006,MALE,68,GOOGL,5020,59.37508906
Jonathan J. Rosenberg,,ALPHABET INC,,250,207.116,2.999,457.116,1387.115,42.857,46.279,160329,2006,MALE,61,GOOGL,5020,54.69071308
Shona L. Brown,,ALPHABET INC,,250,171.339,2.755,421.339,1188.461,,,160329,2006,FEMALE,56,GOOGL,5020,59.33464502
"David C. Drummond, J.D.",,ALPHABET INC,,250,171.052,0.555,421.052,1185.974,,,160329,2006,MALE,60,GOOGL,5020,59.37508906
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,1.898,478.662,1.899,480.561,0,-13.795,160329,2007,MALE,67,GOOGL,5020,0.052659294
Sergey Brin,,ALPHABET INC,,0.001,1.723,0,1.724,1.724,0,0,160329,2007,MALE,49,GOOGL,5020,0.05800464
Lawrence Edward Page,,ALPHABET INC,,0.001,1.723,0,1.724,1.724,0,-95.524,160329,2007,MALE,50,GOOGL,5020,0.05800464
Robert Alan Eustace,,ALPHABET INC,,450,1.843,0,451.843,16152.166,80,,160329,2007,MALE,66,GOOGL,5020,99.59211496
Omid R. Kordestani,,ALPHABET INC,,450,1.843,0,451.843,19656.806,,,160329,2007,MALE,60,GOOGL,5020,99.59211496
George Reyes,CFO,ALPHABET INC,,450,1.843,0,451.843,12647.526,80,963.852,160329,2007,MALE,68,GOOGL,5020,99.59211496
Jonathan J. Rosenberg,,ALPHABET INC,,450,1.843,0,451.843,16152.166,80,1064.443,160329,2007,MALE,61,GOOGL,5020,99.59211496
"David C. Drummond, J.D.",,ALPHABET INC,,450,1.556,0,451.556,2133.319,80,79.879,160329,2007,MALE,60,GOOGL,5020,99.65541372
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,0,508.763,0.001,508.764,0,5.869,160329,2008,MALE,67,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,-99.942,160329,2008,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,-99.942,160329,2008,MALE,50,GOOGL,5020,100
Robert Alan Eustace,,ALPHABET INC,,450,0,0,450,1826.251,0,-88.693,160329,2008,MALE,66,GOOGL,5020,100
George Reyes,,ALPHABET INC,,450,0,0,450,1125,0,-91.105,160329,2008,MALE,68,GOOGL,5020,100
Jonathan J. Rosenberg,,ALPHABET INC,,450,0,0,450,2088.063,0,-87.073,160329,2008,MALE,61,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,450,0,0,450,1826.251,0,-14.394,160329,2008,MALE,60,GOOGL,5020,100
Patrick Pichette,CFO,ALPHABET INC,,173.077,500,88.203,673.077,9360.217,,,160329,2008,MALE,60,GOOGL,5020,25.7142942
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,1.66,243.661,1.661,245.322,0,-51.781,160329,2009,MALE,67,GOOGL,5020,0.060204696
Sergey Brin,,ALPHABET INC,,0.001,1.66,0,1.661,1.661,0,166000,160329,2009,MALE,49,GOOGL,5020,0.060204696
Lawrence Edward Page,,ALPHABET INC,,0.001,1.729,0,1.73,1.73,0,172900,160329,2009,MALE,50,GOOGL,5020,0.057803468
Robert Alan Eustace,,ALPHABET INC,,450,1.738,10.338,451.738,15166.263,0,730.459,160329,2009,MALE,66,GOOGL,5020,99.61526371
Jonathan J. Rosenberg,,ALPHABET INC,,450,1.738,9.81,451.738,15165.735,0,626.306,160329,2009,MALE,61,GOOGL,5020,99.61526371
Patrick Pichette,CFO,ALPHABET INC,,450,501.738,9.81,951.738,35502.347,160,279.29,160329,2009,MALE,60,GOOGL,5020,47.28192002
"Nikesh Arora, C.F.A.",,ALPHABET INC,,450,1.738,478.611,451.738,26319.685,,,160329,2009,MALE,55,GOOGL,5020,99.61526371
Eric E. Schmidt,,ALPHABET INC,CEO,0.001,1.785,311.433,1.786,313.219,0,27.677,160329,2010,MALE,67,GOOGL,5020,0.055991041
Sergey Brin,,ALPHABET INC,,0.001,1.785,0,1.786,1.786,0,7.526,160329,2010,MALE,49,GOOGL,5020,0.055991041
Lawrence Edward Page,,ALPHABET INC,,0.001,1.785,0,1.786,1.786,0,3.237,160329,2010,MALE,50,GOOGL,5020,0.055991041
Robert Alan Eustace,,ALPHABET INC,,492.115,1.875,9.768,493.99,12005.719,9.359,-20.839,160329,2010,MALE,66,GOOGL,5020,99.62043766
Shona L. Brown,,ALPHABET INC,,351.346,1.875,9.739,353.221,16268.742,,,160329,2010,FEMALE,56,GOOGL,5020,99.46917086
Patrick Pichette,CFO,ALPHABET INC,,492.115,1.875,10.209,493.99,30725.927,9.359,-13.454,160329,2010,MALE,60,GOOGL,5020,99.62043766
"Nikesh Arora, C.F.A.",,ALPHABET INC,,492.115,1.875,9.925,493.99,22606.868,9.359,-14.107,160329,2010,MALE,55,GOOGL,5020,99.62043766
Eric E. Schmidt,,ALPHABET INC,,937.5,0,263.682,937.5,100980.262,,32139.507,160329,2011,MALE,67,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,-99.944,160329,2011,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,-99.944,160329,2011,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,0,9.24,650,18305.972,,,160329,2011,MALE,60,GOOGL,5020,100
Patrick Pichette,CFO,ALPHABET INC,,650,0,10.238,650,24545.41,32.083,-20.115,160329,2011,MALE,60,GOOGL,5020,100
"Nikesh Arora, C.F.A.",,ALPHABET INC,,650,0,8.91,650,23187.553,32.083,2.569,160329,2011,MALE,55,GOOGL,5020,100
Eric E. Schmidt,,ALPHABET INC,,1250,6000,343.304,7250,7628.624,33.333,-92.445,160329,2012,MALE,67,GOOGL,5020,17.24137931
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2012,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2012,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,3300,10.475,3950,31301.858,0,70.993,160329,2012,MALE,60,GOOGL,5020,16.4556962
Patrick Pichette,CFO,ALPHABET INC,,650,2800,11.78,3450,38741.106,0,57.834,160329,2012,MALE,60,GOOGL,5020,18.84057971
"Nikesh Arora, C.F.A.",,ALPHABET INC,,650,10800,7.175,11450,51145.868,0,120.575,160329,2012,MALE,55,GOOGL,5020,5.676855895
Eric E. Schmidt,,ALPHABET INC,,1250,6000,708.196,7250,19323.38,0,153.301,160329,2013,MALE,67,GOOGL,5020,17.24137931
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2013,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2013,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,3000,13.289,3650,4797.658,0,-84.673,160329,2013,MALE,60,GOOGL,5020,17.80821918
Patrick Pichette,CFO,ALPHABET INC,,650,3000,13.159,3650,5153.076,0,-86.699,160329,2013,MALE,60,GOOGL,5020,17.80821918
"Nikesh Arora, C.F.A.",,ALPHABET INC,,650,3500,11.486,4150,5709.603,0,-88.837,160329,2013,MALE,55,GOOGL,5020,15.6626506
Eric E. Schmidt,,ALPHABET INC,,1250,6000,996.934,7250,108690.772,0,462.483,160329,2014,MALE,67,GOOGL,5020,17.24137931
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2014,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2014,MALE,50,GOOGL,5020,100
Omid R. Kordestani,,ALPHABET INC,,237.5,6500,12.551,6737.5,129903.052,,,160329,2014,MALE,60,GOOGL,5020,3.525046382
"David C. Drummond, J.D.",,ALPHABET INC,,650,3500,16.688,4150,44258.888,0,822.51,160329,2014,MALE,60,GOOGL,5020,15.6626506
Patrick Pichette,CFO,ALPHABET INC,,650,3000,15.284,3650,43757.484,0,749.153,160329,2014,MALE,60,GOOGL,5020,17.80821918
Eric E. Schmidt,,ALPHABET INC,,1254.808,6000,783.37,7254.808,8038.178,0.385,-92.605,160329,2015,MALE,67,GOOGL,5020,17.29622617
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2015,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2015,MALE,50,GOOGL,5020,100
Omid R. Kordestani,,ALPHABET INC,,487.5,0,16476.94,487.5,16964.44,105.263,-86.941,160329,2015,MALE,60,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,652.5,0,20.323,652.5,,0.385,,160329,2015,MALE,60,GOOGL,5020,100
Patrick Pichette,CFO,ALPHABET INC,,322.501,0,56294.49,322.501,56616.991,-50.384,29.388,160329,2015,MALE,60,GOOGL,5020,100
Ruth M. Porat,,ALPHABET INC,,395,5000,603.932,5395,31051.486,,,160329,2015,FEMALE,65,GOOGL,5020,7.321594069
Sundar Pichai,,ALPHABET INC,,652.5,0,150.46,652.5,100632.102,,,160329,2015,MALE,50,GOOGL,5020,100
Eric E. Schmidt,,ALPHABET INC,,1250,0,629.106,1250,1879.106,-0.383,-76.623,160329,2016,MALE,67,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2016,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2016,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,0,14.387,650,664.387,-0.383,,160329,2016,MALE,60,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,650,0,110.956,650,39074.129,64.557,25.837,160329,2016,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,,650,0,372.41,650,199718.2,-0.383,98.464,160329,2016,MALE,50,GOOGL,5020,100
Diane B. Greene,,ALPHABET INC,,650,0,63.623,650,713.623,,,160329,2016,FEMALE,68,GOOGL,5020,100
Eric E. Schmidt,,ALPHABET INC,,1250,0,677.986,1250,1927.986,0,2.601,160329,2017,MALE,67,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2017,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2017,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,0,14.252,650,664.252,0,-0.02,160329,2017,MALE,60,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,650,0,38.638,650,688.638,0,-98.238,160329,2017,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,,650,0,683.557,650,1333.557,0,-99.332,160329,2017,MALE,50,GOOGL,5020,100
Eric E. Schmidt,,ALPHABET INC,,1250,0,362.016,1250,1612.016,0,-16.389,160329,2018,MALE,67,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,,0,,160329,2018,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,CEO,0.001,0,0,0.001,0.001,0,0,160329,2018,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,0,19.585,650,47282.232,0,7018.117,160329,2018,MALE,60,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,650,0,29.357,650,47292.004,0,6767.469,160329,2018,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,,650,0,1231.066,650,1881.066,0,41.056,160329,2018,MALE,50,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,,0,,160329,2019,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2019,MALE,50,GOOGL,5020,100
"David C. Drummond, J.D.",,ALPHABET INC,,650,0,10.86,650,660.86,0,-98.602,160329,2019,MALE,60,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,650,0,14.052,650,664.052,0,-98.596,160329,2019,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,CEO,650,0,3359.48,650,280621.551,0,14818.219,160329,2019,MALE,50,GOOGL,5020,100
Sergey Brin,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,,160329,2020,MALE,49,GOOGL,5020,100
Lawrence Edward Page,,ALPHABET INC,,0.001,0,0,0.001,0.001,0,0,160329,2020,MALE,50,GOOGL,5020,100
